RC#,RC Name,Category,Vendor#,Vendor Name,Address 1,Address 2,City,State,ZIP code,Amount
55,UPMC Hillman Cancer Center,6000,298687,DREW SCIENTIFIC,4230 SHILLING WAY,,DALLAS,TX,75237,1066
31,School of Dental Medicine,6400,203117,SCALISE INDUSTRIES CORP,PO BOX 456,,LAWRENCE,PA,15055,1067
61,Pitt Information Technology,6000,373818,VOLGISTICS INC,P O BOX 5983,,BLOOMINGTON,IN,47407-5983,1068
35,School of Medicine,6000,488602,COLONY GUMS INC,2626 EXECUTIVE POINT DR,,MONROE,NC,28110,1069
10,SVC and Provost,6400,214914,"COOPER, WILLIAM D",1524 SHADY AVENUE,,PITTSBURGH,PA,15217,1070
92,Business and Auxiliary Services,6000,193779,KAPPUS COMPANY,12716 TRISKETT ROAD,,CLEVELAND,OH,44111-0000,1070
55,UPMC Hillman Cancer Center,6000,108180,EPPENDORF INC BIO-ITECH DIVISION,1208 MASSACHUSETTS AVENUE SUITE 3,,CAMBRIDGE,MA,02138,1072
92,Business and Auxiliary Services,7400,105058,HARPER COLLINS PUBLISHERS,COLLEGE DIVISION,PO BOX 71524,CHICAGO,IL,60694,1072
35,School of Medicine,6000,308488,ALZET-DURECT CORP,PCARD,,,,95014,1073
55,UPMC Hillman Cancer Center,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,1073
80,Athletics,6000,110909,SPORTS IMPORTS INC,DEPT #0895,,COLUMBUS,OH,43271,1074
23,Swanson School of Engineering,6000,605478,NANOSCRIBE GMBH,HERMANN-VON-HELMHOLTZ-PLATZ 1,,EGGENSTEIN-LEOPOLDSHAFEN,,76344,1075
78,Learning Research & Development Center,6000,698347,MAGSTIM INC,9855 WEST 78TH ST,STE 12,EDEN PRAIRIE,MN,55344,1075
80,Athletics,6400,691157,"ESHBAUGH, MARLENE",20 AUTUMN DR,,MERCER,PA,16137,1075
80,Athletics,6400,691108,"KOCIAN, KATHY",300 NORTH STREET,,MCDONALD,PA,15057,1075
80,Athletics,6400,691022,"SYNAN, REGIS",5665 BUTLER ST,,PITTSBURGH,PA,15201,1075
25,Graduate School of Public & International Affairs,6000,538396,TEAMVIEWER GMBH,PO BOX 743135,,ATLANTA,GA,30374-3135,1077
67,Facilities Management,7100,606546,MODEL APPAREL LLC,100 THIRD ST,,CHARLEROI,PA,15022,1077
31,School of Dental Medicine,6000,639393,BITEBANKMEDIA,PCARD,,,LA,705080000,1080
44,Bradford Campus,6000,696069,INFOSEC LEARNING INC,841 EAST FORT AVE,STE 239,BALTIMORE,MD,21230,1080
78,Learning Research & Development Center,6400,686823,"NELLE, FREDERICK J",7804 KIRKLAND COURT,,DALLAS,TX,75237,1080
85,SOMD Administration,6000,621561,ALPAQUA ENGINEERING LLC,100 CUMMINGS CENTER STE 424A,,BEVERLY,MA,01915,1080
92,Business and Auxiliary Services,7100,569981,P&W BMW/MINI OF PITTSBURGH,4801 BAUM BLVD,,PITTSBURGH,PA,15213,1081
54,Office of University Counsel,6400,657709,ASTA-USA TRANSLATION SERVICES INC,PO BOX 22259,,CHEYENNE,WY,82003,1082
57,Education-University Service Programs,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,1082
60,Libraries,6500,229944,ASSOCIATION OF RESEARCH LIBRARIES,21 DUPONT CIRCLE NW SUITE 800,,WASHINGTON,DC,20036,1085
80,Athletics,6400,691109,"DAHLSTRAND, JEFFREY",1115 CHESTNUT HILL DR,,ERIE,PA,16509,1085
93,Public Safety and Emergency Management,6000,325840,ATLANTIC BROADBAND,24 MAIN ST,,BRADFORD,PA,16701,1085
90,Western Psychiatric Institute and Clinic,7100,575201,METTLER-TOLEDO RAININ LLC,27006 NETWORK PLACE,,CHICAGO,IL,60673-1270,1089
67,Facilities Management,7100,318640,VOYTEN ELECTRIC & ELECTRONICS INC,PO BOX 361,OLD ROUTE 8 PECAN HILL,FRANKLIN,PA,16323,1090
06,Kenneth P. Dietrich School of Arts and Sciences,6000,110521,SHIMADZU SCIENTIFIC INSTRUMENTS INC,7102 RIVERWOOD DRIVE,,COLUMBIA,MD,24016-0000,1095
33,School of Pharmacy,6400,106107,JOHN WILEY & SONS INC,PO BOX 416502,,BOSTON,MA,02241-6502,1095
60,Libraries,6500,148329,FINANCIAL INFORMATION INC,30 MONTGOMERY ST,,JERSEY CITY,NJ,07302,1095
21,Katz Graduate School of Business,6000,604190,QUANTUM ADAPTIVE LEARNING LLC,309 MANOR RD,,DELMONT,PA,15626,1098
67,Facilities Management,6400,107698,MODERN REPRODUCTIONS INC,127 MCKEAN ST,,PITTSBURGH,PA,15219,1098
85,SOMD Administration,6600,109261,PITTSBURGH TELEPHONE ANSWERING SERVICE I,3140 PIONEER AVE,PO BOX 9678,PITTSBURGH,PA,15226,1099
06,Kenneth P. Dietrich School of Arts and Sciences,6000,580773,THE MANHATTAN TOY COMPANY,PCARD,,,MN,554010000,1100
06,Kenneth P. Dietrich School of Arts and Sciences,7100,243015,LLOYDS RENTAL & SALES,,,,PA,16335,1100
31,School of Dental Medicine,6000,326935,GENERAL ANESTHETIC SERVICE INC,1900 SLEEPY HOLLOW ROAD,,SOUTH PARK,PA,15129,1100
35,School of Medicine,7100,284207,TUTTNAUER USA CO LTD,PO BOX 841970,,BOSTON,MA,02284-1970,1100
42,Greensburg Campus,7100,102600,CM EICHENLAUB CO,PO BOX 8790,,PITTSBURGH,PA,15221,1100
51,University Center for International Studies,6400,700474,"MELVIN-KOUSHKI, MATTHEW SOLOMON",17 CHARLEY HORSE RD,,COLUMBIA,SC,29223,1100
57,Educ-Univ Service Programs,7100,204333,ADVANTAGE SPORT & FITNESS INC,2255 N TRIPHAMMER ROAD,,ITHACA,NY,14850-0000,1100
67,Facilities Management,7135,150005,TOWER ENGINEERING,8150 PERRY HIGHWAY SUITE 319,,PITTSBURGH,PA,15237,1100
87,SVC and Chief Financial Officer,6400,652463,MYRICK CPA PLLC,"805 15TH ST NW, STE 805",,WASHINGTON,DC,20005,1100
90,Western Psychiatric Institute and Clinic,6400,509365,MASSIVE MEDIA PRODUCTIONS LLC,6640 RIDGEVILLE STREET,,PITTSBURGH,PA,15217,1100
42,Greensburg Campus,6000,115138,LAWSON PRODUCTS INC,135 S LASALLE DEPT 2689,,CHICAGO,IL,60674-2689,1101
80,Athletics,7100,581800,FULCRUM GUY LLC,403 PELHAM ROAD,,CHERRY HILL,NJ,08034,1101
10,SVC and Provost,6000,229250,GIDAS FLOWERS,3719 FORBES AVE,,PITTSBURGH,PA,15213,1104
92,Business and Auxiliary Services,7100,695040,CENTERLINE COLLISION,13369 CONNEAUT LAKE RD,,CONNEAUT LAKE,PA,16316,1104
10,SVC and Provost,6400,101390,"BENNETT, KATHLEEN (2)",PO BOX 7358,SUNNYSIDE WORDWORKS,COLUMBIA,MO,65205,1105
30,SVC Health Sciences,6500,262518,PAYPAL,PO BOX 105658,PAYPAL CREDIT,ATLANTA,GA,30348,1105
31,School of Dental Medicine,6000,119247,ORASCOPTIC RESEARCH INC,14339 COLLECTIONS CENTER DR,,CHICAGO,IL,60693,1105
80,Athletics,6400,453327,"KINSEL, NICOLE ANTOINETTE",725 MAYVILLE AVENUE,,PITTSBURGH,PA,15226,1105
80,Athletics,6400,691205,"GOGA, JOHN",1129 GROUSE RUN RD,,BETHEL PARK,PA,15102,1105
92,Business and Auxiliary Services,7100,697242,BERKONE INC,1530 VALLEY CENTER PKWY,,BETHLEHEM,PA,18017,1105
91,"Planning, Design and Real Estate",6400,104930,"GUARDIAN PROTECTION SERVICES, INC",650 RIDGE RD,,PITTSBURGH,PA,15205,1106
67,Facilities Management,7135,522670,EVOQUA WATER TECHNOLOGIES LLC,28563 NETWORK PLACE,,CHICAGO,IL,60673-1285,1107
39,School of Health & Rehabilitation Sciences,6400,453994,"CURATOLO, LAUREN",5437 ELLSWORTH AVENUE APT 202,,PITTSBURGH,PA,15232,1110
80,Athletics,6000,295147,IMPACT APPLICATIONS INC,PO BOX 83228,,CHICAGO,IL,60691-0228,1110
85,SOMD Administration,7100,101788,BRODERSEN INSTRUMENT CO INC,1180 MARS-VALENCIA ROAD,,VALENCIA,PA,16059,1110
44,Bradford Campus,6000,185984,AIR INDUSTRIAL INC,610 CAROTHERS AVENUE,,CARNEGIE,PA,15106-0000,1112
92,Business and Auxiliary Services,6000,122593,APPLIED INDUSTRIAL TECHNOLOGY,22510 NETWORK PL,,CHICAGO,IL,60673-1225,1112
33,School of Pharmacy,6000,105965,JACKSON LABORATORY,600 MAIN ST,,BAR HARBOR,ME,04609-1500,1114
67,Facilities Management,7400,199497,CLARK DECO MOLDING INC,1127 WASHINGTON BLVD,,PITTSBURGH,PA,15206-0000,1118
20,Honors College,6000,308555,BLICK ART MATERIALS,P O BOX 26,,ALLENTOWN,PA,18105,1119
92,Business and Auxiliary Services,7400,618993,KAO COLLINS INC,PCARD,,,OH,452160000,1119
02,SVC Engagement,6000,270675,RED OAK BRANDED SOLUTIONS,531 PHILADELPHIA STREET,,INDIANA,PA,15701,1120
39,School of Health & Rehabilitation Sciences,6000,687989,ABATEMENT TECHNOLOGIES INC,605 SATELLITE BLVD NW STE 300,,SUWANEE,GA,30024,1120
41,Johnstown Campus,6000,346678,LENOVO INC,PO BOX 643055,,PITTSBURGH,PA,15264-3055,1120
42,Greensburg Campus,6000,102709,COLT PLUMBING SPECIALTIES,1132 W TRINDLE RD,,MECHANICSBURG,PA,17055,1120
67,Facilities Management,6000,542098,PPG ARCHITECTURAL COATINGS,PO BOX 536864,,ATLANTA,GA,30353-6864,1120
92,Business and Auxiliary Services,7400,616841,PENNSYLVANIA SOCIETY OF LAND SURVEYORS,PCARD,,,PA,171110000,1120
23,Swanson School of Engineering,6000,564181,MINERD & SONS INC,PO BOX 581,,LAWRENCE,PA,15055,1122
06,Kenneth P. Dietrich School of Arts and Sciences,6000,109353,POLYSCIENCES INC,400 VALLEY RD,,WARRINGTON,PA,18976,1123
35,School of Medicine,6400,475773,LITERACY PITTSBURGH,411 SEVENTH AVENUE,SUITE 525,PITTSBURGH,PA,15219,1125
39,School of Health & Rehabilitation Sciences,6400,690776,"COX, CHRISTA ELLEN",819 FREDERICKA DR,,BETHEL PARK,PA,15102,1125
90,Western Psychiatric Institute and Clinic,6900,100686,AMERICAN PSYCHIATRIC ASSN,1000 WILSON BLVD,SUITE 1825,ARLINGTON,VA,22209,1125
92,Business and Auxiliary Services,7100,104635,GEORGE V HAMILTON INC,PO BOX 76532,,CLEVELAND,OH,44101-6500,1125
01,Chancellor,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,1126
05,Student Affairs,6000,534049,STICKER MULE,336 FOREST AVE,,AMSTERDAM,NY,12010,1126
31,School of Dental Medicine,6000,476160,VERATHON INC,PO BOX 935117,,ATLANTA,GA,31193-5117,1126
61,Pitt Information Technology,7100,274526,FLUKE NETWORKS,6920 SEAWAY BLVD,,EVERETT,WA,98203,1128
85,SOMD Administration,6000,539110,BC INDUSTRIAL SUPPLY INC,1102 COCHRAN MILL RD,,JEFFERSON HILLS,PA,15025,1128
90,Western Psychiatric Institute and Clinic,6000,646744,PRUSA RESEARCH SRO,PARTYZANSKA A88/7A,,PRAGUE,,A70 00,1128
43,Titusville Campus,6800,207917,PROGRESSIVE DIRECT MARKETING,3242 UNION ROAD,,CHEEKTOWAGA,NY,14227-0000,1129
60,Libraries,6000,104257,FISHER SCIENTIFIC COMPANY LLC,PO BOX 406538,,ATLANTA,GA,30384-6538,1129
42,Greensburg Campus,6000,175443,AGWAY INC,1025 GREEN STREET,,GREENSBURG,PA,15601,1130
54,Office of University Counsel,6400,339835,PACER SERVICE CENTER,PO BOX 277773,,ATLANTA,GA,30384-7773,1130
67,Facilities Management,6000,307012,DEARY'S GYMNASTICS SUPPLY,17 LUCIENNE AVE,,DANIELSON,CT,06239,1130
90,Western Psychiatric Institute and Clinic,6400,345796,RAND CORPORATION,FILE 53174,,LOS ANGELES,CA,90074-3174,1131
35,School of Medicine,6000,354137,IDEXX REFERENCE LABORATORIES INC,IDEXX DISTRIBUTION INC,P O BOX 101327,ATLANTA,GA,30392-1327,1133
42,Greensburg Campus,6000,113061,WALTERS ELECTRIC REPAIR SHOP,10 WEST SECOND AVENUE,,LATROBE,PA,15650,1135
83,General University,6000,204776,"MARSH USA, INC",P O BOX 281915,,ATLANTA,GA,30384,1135
06,Kenneth P. Dietrich School of Arts and Sciences,6000,431320,AWARD CONCEPTS INC,ORDER #156703,P O BOX 4305,SAINT CHARLES,IL,60174,1136
06,Kenneth P. Dietrich School of Arts and Sciences,7100,108406,NUAIRE INC,NW 1483,PO BOX 1450,MINNEAPOLIS,MN,55485,1140
10,SVC and Provost,6400,325752,COLLEGE BOUND SELECTION SERVICE,118 CONGRESS ST,,BELTON,MO,64012,1140
21,Katz Graduate School of Business,6000,194223,PEARSON EDUCATION,PO BOX 409479,,ATLANTA,GA,30384-9479,1140
39,School of Health & Rehabilitation Sciences,6400,418622,TODD E SMITH REMOVAL SERVICE INC,302 HARRISON AVE,,PITTSBURGH,PA,15202,1140
92,Business and Auxiliary Services,6000,298155,GREATER PITTSBURGH COMMUNITY FOOD BANK,1 NORTH LINDEN ST,,DUQUESNE,PA,15110,1140
90,Western Psychiatric Institute and Clinic,6000,498741,TWILIO,PCARD,,,CA,941040000,1143
23,Swanson School of Engineering,6000,101489,BIO-RAD LABORATORIES,PO BOX 70272,,CHICAGO,IL,60673-0272,1144
03,SVC Research,6400,127086,MAYO FOUNDATION FOR MEDICAL EDUCATION AN,200 FIRST STREET SW,,ROCHESTER,NY,55905,1145
35,School of Medicine,6000,279664,SRA INTERNATIONAL,1901 NORTH MOORE STREET,SUITE 1004,ARLINGTON,VA,22209,1145
43,Titusville Campus,6400,665200,TRANSACT CAMPUS INC,BLACKBOARD INC,PO BOX 200154,PITTSBURGH,PA,15251-0154,1145
92,Business and Auxiliary Services,6000,416127,VIRGIN CARPETS INC,1031 GILL HALL ROAD,,JEFFERSON HILLS,PA,15025,1145
92,Business and Auxiliary Services,7100,234317,STATE CHEMICAL SOLUTIONS,PO BOX 844284,,BOSTON,MA,02284-4284,1145
35,School of Medicine,6000,340587,DNA GENOTEK INC,2 BEAVERBROOK ROAD,,KANATA,,K2K 1L1,1147
35,School of Medicine,6000,287233,GENSCRIPT USA INC,54 STURGLE ROAD,,EDISON,NJ,08817,1149
55,UPMC Hillman Cancer Center,6000,347496,EBAY INC,,,,,95125,1149
10,SVC and Provost,6000,472080,BALLOONS INSTEAD,126 FOXCHASE DR,,CANONSBURG,PA,15317,1150
60,Libraries,6500,697578,ELENA GALLEGO RARE BOOKS LLC,2420 MCCULLOUGH AV,219,SAN ANTONIO,TX,78212,1150
67,Facilities Management,6000,108958,PENNSYLVANIA STATE UNIVERSITY,INTERCOLLEGIATE ATHLETICS,3000 IVYSIDE PARK,ALTOONA,PA,16601,1150
92,Business and Auxiliary Services,7400,403273,BOOK FACTORY,2302 S EDWIN C MOSES BLVD,,DAYTON,OH,45417,1150
67,Facilities Management,7140,607283,HERC RENTALS INC,PO BOX 936257,,ATLANTA,GA,31193,1151
92,Business and Auxiliary Services,6000,315970,RICOH USA INC,MANAGED SERVICES EASTERN DIST - F52,PO BOX 532545,ATLANTA,GA,30353-2545,1151
30,SVC Health Sciences,6000,290400,ELECTRONIC IMAGING MATERIALS INC,20 FORGE STREET,,KEENE,NH,03431,1154
31,School of Dental Medicine,6000,119301,WORKSCAPE INC,KNOLL C/O WORKSCAPE,PO BOX 277778,ATLANTA,GA,30384-7778,1154
06,Kenneth P. Dietrich School of Arts and Sciences,7100,461503,RAMSUN SERVICES LLC,3275 DUNWOODIE RD,,ANN ARBOR,MI,48105,1155
41,Johnstown Campus,7100,159310,BATTERY WAREHOUSE,110 LUNDY LANE,,JOHNSTOWN,PA,15904,1155
92,Business and Auxiliary Services,7400,384551,INNOVATIVE ADHESIVES LLC,P O BOX 15425,,AUGUSTA,GA,30919,1156
92,Business and Auxiliary Services,6000,456952,CED MOSEBACH ELECTRIC & SUPPLY CO.,"114 EQUITY DRIVE, SUITE A",,GREENSBURG,PA,15601,1156
10,SVC and Provost,6000,544722,REV.COM INC,DEPT LA 24706,,PASADENA,CA,91185-4706,1157
44,Bradford Campus,6400,367544,LABSTATS,407 SOUTH 10 WEST,,FARMINGTON,UT,84025,1158
35,School of Medicine,6800,146881,SPRINGER NATURE AMERICA INC,PO BOX 5054,,BRENTWOOD,TN,37024-5054,1160
92,Business and Auxiliary Services,6900,430283,"NIULPE OF PA, INC",P O BOX 16285,,PITTSBURGH,PA,15242-0285,1160
85,SOMD Administration,6700,381624,MCKINLEY SCIENTIFIC LLC,PO BOX 1524,C/O HARBOR BANK OF MARYLAND,BALTIMORE,MD,21202,1161
10,SVC and Provost,6400,604791,"JOERGENSEN, FINN ARNE",DALSETVEIEN 88,,STAVANGER,,4018,1163
31,School of Dental Medicine,6000,376590,COMCAST,P.O. BOX 105184,,ATLANTA,GA,30348-5184,1163
67,Facilities Management,7135,112761,ZAMPOGNA INC,715 EWING ST,,ARNOLD,PA,15068,1163
93,Public Safety and Emergency Management,6000,351784,HARVEY LIPSITZ COMPANY,,,,PA,15201,1167
67,Facilities Management,6000,233526,UNITED RENTALS INC,1244-A RIDGE ROAD,,APOLLO,PA,15613,1168
55,UPMC Hillman Cancer Center,6000,451869,MDPI AG,POSTFACH,CH-4005,BASEL,,CH-4057,1169
92,Business and Auxiliary Services,7400,120957,VOYAGER FLEET SYSTEMS INC,PO BOX 790049,,HOUSTON,TX,77279-0049,1169
06,Kenneth P. Dietrich School of Arts and Sciences,7000,490351,LINESVILLE MUNICIPAL AUTHORITY,PO BOX 509,,LINESVILLE,PA,16424,1170
44,Bradford Campus,6800,365822,COMPUTING BY DESIGN BY GLENN MELVIN,239 WEST CORYDON ST,,BRADFORD,PA,16701-3907,1170
55,UPMC Hillman Cancer Center,6000,367545,PROMAB BIOTECHNOLOGIES INC,715 JOHNSON ST,,ALBANY,NY,94706,1170
92,Business and Auxiliary Services,7400,457721,PROVAN ENTERPRISES,421 EAST CURTIN STREET,,BELLEFONTE,PA,16823,1170
55,UPMC Hillman Cancer Center,6000,303031,DIAGNOSTICA STAGO INC,PO BOX 416347,,BOSTON,MA,02241-6347,1172
80,Athletics,6400,643963,"BAGNESCHI, CHRISTOPHER J",140 WARDMAN RD,,KENMORE,NY,14217,1175
42,Greensburg Campus,6000,689315,SIMBIOTIC SOFTWARE INC,1280 SOUTH 3RD ST WEST,,MISSOULA,MT,59801,1176
05,Student Affairs,6000,400791,UNDERGROUND PRINTING,"260 METTY DRIVE, SUITE G",,ANN ARBOR,MI,48103,1177
06,Kenneth P. Dietrich School of Arts and Sciences,6400,537360,YOURMEMBERSHIP.COM INC,DEPT 3461,PO BOX 123461,DALLAS,TX,75312-3461,1177
44,Bradford Campus,7100,322179,LWE INC,17071 CUSSEWAGO ROAD,,MEADVILLE,PA,16335,1179
92,Business and Auxiliary Services,7100,690665,DIEHL AUTOMOTIVE OF ROBINSON INC,6181 STEUBINVILLE PIKE,,MCKEES ROCKS,PA,15136,1179
93,Public Safety and Emergency Management,7100,117468,"SBM ELECTRONICS, INC",P.O. Box 101228,,Pittsburgh,PA,15237,1179
55,UPMC Hillman Cancer Center,6000,111869,UNIVERSITY OF NORTH CAROLINA,OFFICE OF SPONSORED RESEARCH,PO BOX 402420,ATLANTA,GA,30384,1180
42,Greensburg Campus,6000,102136,CAROLINA BIOLOGICAL SUPPLY CO,2700 YORK ROAD,,BURLINGTON,NC,27215,1182
80,Athletics,6000,434464,ROGUE FITNESS,1080 STEELWOOD ROAD,,COLUMBUS,OH,43212,1183
55,UPMC Hillman Cancer Center,6000,471349,VALIDATED DELIVERY SOLUTIONS LLC,905 RIVER ROAD,SUITE F,GRANVILLE,OH,43023,1184
67,Facilities Management,6000,345703,LOWE'S,PCARD,,,NC,28117-8520,1186
02,SVC Engagement,6400,175975,ALCO PARKING CORP,CENTRE COMMONS GARAGE,501 MARTINDALE STREET,PITTSBURGH,PA,15212,1188
41,Johnstown Campus,6000,696703,JR MATS INC,1519 MCDANIEL DR,,WEST CHESTER,PA,19380,1188
42,Greensburg Campus,6400,484180,"DEPRISCO, JEREMY JOHN",102 SUSAN CONSTANT COURT,,NORRISTOWN,PA,19401,1188
94,School of Computing and Information,6000,580866,SPROUT SOCIAL INC,131 S DEARBORN ST STE 700,,CHICAGO,IL,60603,1188
06,Kenneth P. Dietrich School of Arts and Sciences,6000,369074,INSIDE HIGHER ED,ACCOUNTS PAYABLE,2121 K STREET MW SUITE 630,WASHINGTON,DC,20037,1190
23,Swanson School of Engineering,6800,694471,AMBIOMEDICAL MEDIA,PO BOX 23647,,CHAGRIN FALLS,OH,44023,1190
33,School of Pharmacy,6000,215353,MATHESON TRI-GAS INC,21984 NETWORK PLACE,,CHICAGO,IL,60673-1219,1190
41,Johnstown Campus,6900,352363,GREATER JOHNSTOWN /CAMBRIA COUNTY CHAMBE,CAMBRIA COUNTY,111 MARKET STREET,JOHNSTOWN,PA,15901,1190
56,SVC Philanthropic and Alumni Engagement,6400,267017,CPI CREATIVE,235 COMMERCIAL AVENUE,,PITTSBURGH,PA,15215,1190
80,Athletics,6000,673051,"HANNAM, TREY",501 S. DEPOT ST,,ANNAWAN,IL,61234,1190
67,Facilities Management,6000,103508,DISTRIBUTOR SERVICE INC,PO BOX 76528,,CLEVELAND,OH,44101-6500,1191
32,School of Nursing,6000,110240,SARRIS CANDIES INC,511 ADAMS AVE,,CANONSBURG,PA,15317,1193
56,SVC Philanthropic and Alumni Engagement,6800,331591,KEYHOLE,PCARD,,,,94065,1194
43,Titusville Campus,7000,690603,TRI COUNTY INDUSTRIES INC,159 TCI PARK DR,,GROVE CITY,PA,16127,1195
44,Bradford Campus,6000,231540,NATA,P.O. BOX 791237,,BALTIMORE,MD,21279-1237,1195
80,Athletics,7135,556836,LAUREL PRINT & GRAPHICS,32 SOUTH LINDEN ST,,DUQUESNE,PA,15110,1195
67,Facilities Management,6000,334003,LINDY PAVING INC,4200 NEVILLE RD,,NEVILLE ISLAND,PA,15225,1196
06,Kenneth P. Dietrich School of Arts and Sciences,6000,692541,FIALAB INSTRUMENTS INC,2151 N NORTHLAKE WAY,STE 100,SEATTLE,WA,98103,1197
42,Greensburg Campus,6000,299513,JOHNSONS ACE HARDWARE,PO BOX 175,2331 MT PLEASANT ROAD,NORVELT,PA,15674,1198
32,School of Nursing,6900,230872,SPRINGER PUBLISHING COMPANY,SPRINGER CUSTOMER SERVICE CENTER GmbH,POSTFACH 200155,FRANKFURT,,60605,1199
02,SVC Engagement,7400,613878,CRIMSON QUILL PUBLICATIONS,1130 MCCABE STREET,,PITTSBURGH,PA,15201,1200
05,Student Affairs,6400,695972,"ALVAREZ, ADAN JUILIAN",920 ACADIA DR,,TURNERSVILLE,NJ,08012,1200
06,Kenneth P. Dietrich School of Arts and Sciences,6000,100580,AMERICAN ECONOMIC ASSN,PO BOX 307026,,NASHVILLE,TN,37203,1200
21,Katz Graduate School of Business,6000,156242,AMERICAN HOSPITAL DIRECTORY INC,620 W MAIN STREET,SUITE 200A,LOUISVILLE,KY,40202-0000,1200
23,Swanson School of Engineering,6400,605897,"KIZILKAYA, FATIMA",4038 PENN AVE APT 2,,PITTSBURGH,PA,15224,1200
23,Swanson School of Engineering,6400,599499,"MOFFITT, MALEITA V",126 LEXINGTON AVE,,PITTSBURGH,PA,15215,1200
23,Swanson School of Engineering,6400,630417,"WILLIAMS, MELANIE LAVANIA",2297 FOREST DRIVE,,PITTSBURGH,PA,15235,1200
32,School of Nursing,6900,133471,RESEARCH AMERICA,1101 KING STREET,SUITE 520,ALEXANDRIA,VA,22314,1200
34,Graduate School of Public Health,6400,392889,"RAMIREZ, ADRIANA E",551 S GRAHAM STREET,,PITTSBURGH,PA,15232,1200
35,School of Medicine,6000,158910,RESONANCE RESEARCH INC,10 COOK ST,PINEHURST BUSINESS PARK,BILLERICA,MA,01821,1200
39,School of Health & Rehabilitation Sciences,6400,701853,"O'KEEFE, JOYCE",11 ROXBURY RD,,PITTSBURGH,PA,15221,1200
39,School of Health & Rehabilitation Sciences,6400,156416,"VAGNI, TONIA A",2387 TILBROOK RD,,MONROEVILLE,PA,15146,1200
39,School of Health & Rehabilitation Sciences,6400,407202,"VAN SOEST, CARRIE",3672 PINE TREE LANE,,MURRYSVILLE,PA,15668,1200
39,School of Health & Rehabilitation Sciences,6400,621757,"HICKMAN, KEVIN ALBERT",541 DORCHESTER DR,,SEVEN FIELDS,PA,16046,1200
41,Johnstown Campus,6400,630742,SIDE EFFECTS INC,259 INDUSTRIAL DR,,FRANKLIN,OH,45005,1200
41,Johnstown Campus,7100,122095,MERVAC PLUMBING & HEATING INC,135 5TH ST,STE 2,WINDBER,PA,15963,1200
44,Bradford Campus,6400,149721,YMCA,BRADFORD YMCA,59 BOYLSTON ST,BRADFORD,PA,16701,1200
44,Bradford Campus,6400,696658,"CALAMARI, SAMANTHA",261 SOUTH BRENT ST,,VENTURA,CA,93003,1200
44,Bradford Campus,6400,396521,ELLICOTTVILLE CHAMBER OF COMMERCE,PO BOX 456,,ELLICOTTVILLE,NY,14731,1200
44,Bradford Campus,7100,443929,FELMLEE BIOMEDICAL SERVICES,214 ASTRAL ROAD,,FRANKLIN,PA,16323,1200
56,SVC Philanthropic and Alumni Engagement,6000,596549,BLUEFIN PAYMENT SYSTEMS LLC,8200 ROBERTS DRIVE STE 150,,ATLANTA,GA,30350,1200
60,Libraries,6400,368179,INFORMA UK LTD,PO BOX 32794,,BOSTON,MA,02241-6658,1200
60,Libraries,6500,242595,SBRNET INC,10185 SPYGLASS WAY,,BOCA RATON,FL,33498,1200
60,Libraries,6500,124769,CHINESE UNIVERSITY PRESS,CHINESE UNIVERSITY OF HONG KONG,ROOM 901 SHATIN GALLERIA,HONG KONG,,,1200
80,Athletics,7100,103186,"DAKTRONICS, INC",PO BOX 5128,,BROOKINGS,SD,57006,1200
90,Western Psychiatric Institute and Clinic,6900,100546,AMERICAN COLLEGE OF NEUROPSYCHOPHARMACOL,5034A THOROUGHBRED LANE,,BRENTWOOD,TN,37027,1200
80,Athletics,6000,462036,HOLLIS & GERMANN MUSIC INC,4136 LIBRARY ROAD,,PITTSBURGH,PA,15234,1201
85,SOMD Administration,6000,499497,AMERICAN FLOOR MATS LLC,152 ROLLINS AVE,#102,ROCKVILLE,MD,20852,1201
03,SVC Research,6400,111807,UNIVERSITY OF CHICAGO,PO BOX 4110,OFFICE OF THE BURSAR,CAROL STREAM,IL,60197-4110,1202
94,School of Computing and Information,6000,540380,DIGITAL OCEAN INC,PCARD,,,NY,100130000,1202
55,UPMC Hillman Cancer Center,6000,634469,TWIST BIOSCIENCE CORP,DEPT LA 25072,,PASADENA,CA,91185-5072,1203
44,Bradford Campus,6000,287549,JARDINE ASSOCIATES,200 COMPASS CIRCLE,,NORTH KINGSTOWN,RI,02852,1205
54,Office of University Counsel,6400,116313,DICKIE MCCAMEY & CHILCOTE PC,ESCROW ACCOUNT,SUITE 400,PITTSBURGH,PA,15222,1205
43,Titusville Campus,6000,310188,SANFORD CO,160 WEST SMITH ST,,CORRY,PA,16407-0256,1206
44,Bradford Campus,6400,584792,E&M CONSULTING INC,1107 HAZELTINE BLVD,STE 350,CHASKA,MN,55318,1206
80,Athletics,6000,350016,TIMECLOCK PLUS LLC,PO BOX 913377,,DENVER,CO,80291-3377,1208
67,Facilities Management,6000,128426,EDWIN C BALIS & ASSOCIATES,510 MCKEAN AVENUE,,DONORA,PA,15033,1209
